dataset,alpha,seed,fold,accuracy,macro_f1,auc,set_redundancy,weighted_redundancy
Ionosphere,1.0,43,4,0.8714285714285714,0.8612029081295439,0.8453333333333334,0.14705204344943193,0.16960576459224427
Ionosphere,0.0,44,0,0.8732394366197183,0.8623141564318035,0.9794871794871796,0.17915275010485665,0.18137085637468006
Ionosphere,0.2,44,0,0.8873239436619719,0.8820598006644518,0.9504273504273504,0.13716348338165082,0.1488743738820556
Ionosphere,0.4,44,0,0.9154929577464789,0.908974358974359,0.9363247863247863,0.16006230630654364,0.16904296187756807
Ionosphere,0.6,44,0,0.9154929577464789,0.908974358974359,0.9363247863247863,0.16006230630654364,0.16904296187756807
Ionosphere,0.8,44,0,0.9154929577464789,0.908974358974359,0.9363247863247863,0.16006230630654364,0.16904296187756807
Ionosphere,1.0,44,0,0.9154929577464789,0.908974358974359,0.9350427350427349,0.13977968427440784,0.15387918710234463
Ionosphere,0.0,44,1,0.8714285714285714,0.8612029081295439,0.88,0.18482620665288627,0.1917778333182113
Ionosphere,0.2,44,1,0.8714285714285714,0.858712715855573,0.8635555555555555,0.1615842235707748,0.16785391252252566
Ionosphere,0.4,44,1,0.8571428571428571,0.8414855072463767,0.8644444444444443,0.174628980413429,0.16276302187205766
Ionosphere,0.6,44,1,0.8285714285714286,0.8057354301572618,0.8404444444444443,0.174628980413429,0.14437516765144603
Ionosphere,0.8,44,1,0.8142857142857143,0.7871345029239767,0.8191111111111111,0.13383250243383188,0.12852696064886807
Ionosphere,1.0,44,1,0.8142857142857143,0.7871345029239767,0.82,0.14831768629169959,0.16398213561543745
Ionosphere,0.0,44,2,0.8714285714285714,0.8526315789473684,0.8604444444444446,0.1662344489636363,0.1606044123976368
Ionosphere,0.2,44,2,0.8714285714285714,0.8526315789473684,0.8564444444444445,0.17098540444180965,0.1603110799079603
Ionosphere,0.4,44,2,0.8285714285714286,0.8133333333333334,0.8333333333333334,0.15764681424809468,0.14505917729694257
Ionosphere,0.6,44,2,0.8285714285714286,0.8133333333333334,0.8328888888888889,0.15764681424809468,0.1471620530937444
Ionosphere,0.8,44,2,0.8571428571428571,0.8444444444444444,0.8582222222222222,0.13679232852372833,0.11646900810899577
Ionosphere,1.0,44,2,0.8571428571428571,0.8444444444444444,0.8582222222222222,0.13679232852372833,0.11646900810899577
Ionosphere,0.0,44,3,0.9,0.8878975062914665,0.8902222222222221,0.1605378895103491,0.14424461146414053
Ionosphere,0.2,44,3,0.8714285714285714,0.8612029081295439,0.8822222222222222,0.1612580141394895,0.13018681123817827
Ionosphere,0.4,44,3,0.9142857142857143,0.9082167832167831,0.9466666666666668,0.12961828991673408,0.13773011438168
Ionosphere,0.6,44,3,0.9,0.8937323790934721,0.9546666666666668,0.12235318824304524,0.12722194311062926
Ionosphere,0.8,44,3,0.8714285714285714,0.8612029081295439,0.9266666666666666,0.11512816930960908,0.10609478593506931
Ionosphere,1.0,44,3,0.8714285714285714,0.8612029081295439,0.9266666666666666,0.11512816930960908,0.10609478593506931
Ionosphere,0.0,44,4,0.8714285714285714,0.858712715855573,0.8888888888888888,0.16215497116928498,0.1593343325835564
Ionosphere,0.2,44,4,0.8857142857142857,0.8755555555555555,0.9097777777777778,0.14154583061593154,0.1608385466097648
Ionosphere,0.4,44,4,0.9,0.8901098901098901,0.9097777777777778,0.14154583061593154,0.15956481494554609
Ionosphere,0.6,44,4,0.9,0.8901098901098901,0.9097777777777778,0.14154583061593154,0.15956481494554609
Ionosphere,0.8,44,4,0.9142857142857143,0.9048913043478262,0.9195555555555555,0.1825362841180687,0.16197916582713542
Ionosphere,1.0,44,4,0.9285714285714286,0.9215070643642072,0.9257777777777777,0.14791650033065354,0.1615957823041948
Sonar,0.0,42,0,0.7619047619047619,0.7619047619047619,0.7306818181818183,0.2454301999133616,0.20714876579526642
Sonar,0.2,42,0,0.7142857142857143,0.7136363636363636,0.6920454545454545,0.20659925828304643,0.17055710367415808
Sonar,0.4,42,0,0.7142857142857143,0.7136363636363636,0.6920454545454545,0.20659925828304643,0.17055710367415808
Sonar,0.6,42,0,0.7380952380952381,0.7379466817923993,0.7306818181818182,0.22810476552315004,0.18029835152362841
Sonar,0.8,42,0,0.6904761904761905,0.690300623936472,0.7795454545454545,0.19873937160656024,0.17715958566780765
Sonar,1.0,42,0,0.6904761904761905,0.690300623936472,0.7795454545454545,0.19873937160656024,0.17715958566780765
Sonar,0.0,42,1,0.8095238095238095,0.8090909090909091,0.8181818181818182,0.21075693357046787,0.1826271597589587
Sonar,0.2,42,1,0.8095238095238095,0.8090909090909091,0.8295454545454546,0.21054050606924374,0.17200428527127093
Sonar,0.4,42,1,0.6904761904761905,0.6888888888888889,0.7681818181818183,0.1855645793127361,0.13581564392407727
Sonar,0.6,42,1,0.6904761904761905,0.6888888888888889,0.7681818181818183,0.1855645793127361,0.13581564392407727
Sonar,0.8,42,1,0.6904761904761905,0.6888888888888889,0.7681818181818183,0.1855645793127361,0.13581564392407727
Sonar,1.0,42,1,0.6904761904761905,0.6888888888888889,0.7681818181818183,0.1855645793127361,0.13581564392407727
Sonar,0.0,42,2,0.7142857142857143,0.7136363636363636,0.788329519450801,0.25298824407591636,0.2602673514483867
Sonar,0.2,42,2,0.7142857142857143,0.7136363636363636,0.7425629290617849,0.21321491450923782,0.19854975625862892
Sonar,0.4,42,2,0.7142857142857143,0.7136363636363636,0.7425629290617849,0.21321491450923782,0.19854975625862892
Sonar,0.6,42,2,0.7142857142857143,0.7136363636363636,0.7425629290617849,0.21321491450923782,0.19854975625862892
Sonar,0.8,42,2,0.7142857142857143,0.7136363636363636,0.7425629290617849,0.21321491450923782,0.19854975625862892
Sonar,1.0,42,2,0.7142857142857143,0.7136363636363636,0.7551487414187643,0.19321368127893335,0.18468579111565514
Sonar,0.0,42,3,0.7317073170731707,0.731067382230173,0.667464114832536,0.23525327480993155,0.2308479614065562
Sonar,0.2,42,3,0.6341463414634146,0.6341463414634146,0.7069377990430622,0.1953645507188214,0.17641246694592538
Sonar,0.4,42,3,0.6341463414634146,0.6341463414634146,0.7069377990430622,0.1953645507188214,0.17641246694592538
Sonar,0.6,42,3,0.6341463414634146,0.6341463414634146,0.7069377990430622,0.1953645507188214,0.17641246694592538
Sonar,0.8,42,3,0.6341463414634146,0.6341463414634146,0.7069377990430622,0.1953645507188214,0.17641246694592538
Sonar,1.0,42,3,0.6341463414634146,0.6341463414634146,0.7069377990430622,0.1953645507188214,0.17641246694592538
Sonar,0.0,42,4,0.7560975609756098,0.7547846889952152,0.7966507177033493,0.2311882922566558,0.20874379844333876
Sonar,0.2,42,4,0.7560975609756098,0.7547846889952152,0.819377990430622,0.2147141202914935,0.20401228213808947
Sonar,0.4,42,4,0.6829268292682927,0.67987987987988,0.7739234449760766,0.20850761122430925,0.19742516257886714
Sonar,0.6,42,4,0.7804878048780488,0.7804878048780488,0.7954545454545454,0.1989177289100688,0.18188537477336406
Sonar,0.8,42,4,0.7804878048780488,0.7799642218246869,0.8325358851674642,0.22636949848289642,0.18922336314474547
Sonar,1.0,42,4,0.7804878048780488,0.7799642218246869,0.8325358851674642,0.22636949848289642,0.18922336314474547
Sonar,0.0,43,0,0.5952380952380952,0.5894192064404831,0.5920454545454545,0.23415977886966252,0.1794322319198214
Sonar,0.2,43,0,0.5952380952380952,0.5931623931623932,0.6431818181818182,0.2075551526136729,0.1550843024357651
Sonar,0.4,43,0,0.5952380952380952,0.5931623931623932,0.6431818181818182,0.2075551526136729,0.1550843024357651
Sonar,0.6,43,0,0.5952380952380952,0.5931623931623932,0.6431818181818182,0.2075551526136729,0.1550843024357651
Sonar,0.8,43,0,0.5952380952380952,0.5894192064404831,0.6147727272727272,0.21552659319886902,0.18505693295366082
Sonar,1.0,43,0,0.5952380952380952,0.5894192064404831,0.6147727272727272,0.21552659319886902,0.18505693295366082
Sonar,0.0,43,1,0.8333333333333334,0.8332387975042541,0.8738636363636365,0.24026132088844873,0.22458832122731953
Sonar,0.2,43,1,0.8571428571428571,0.8571428571428571,0.8795454545454546,0.18820254878245318,0.1824047807022024
Sonar,0.4,43,1,0.8571428571428571,0.8571428571428571,0.8795454545454546,0.18820254878245318,0.1824047807022024
Sonar,0.6,43,1,0.8571428571428571,0.8568181818181818,0.8965909090909091,0.23888227526869615,0.23041176376970882
Sonar,0.8,43,1,0.8571428571428571,0.8568181818181818,0.8965909090909091,0.23403110939376096,0.22849884319105226
Sonar,1.0,43,1,0.8095238095238095,0.8090909090909091,0.9125,0.19464485013476196,0.2016370923831013
Sonar,0.0,43,2,0.7619047619047619,0.7597254004576659,0.8215102974828374,0.21802641768439687,0.2592606408814016
Sonar,0.2,43,2,0.7380952380952381,0.7343300747556067,0.8226544622425629,0.21097439541561966,0.23591424186913496
Sonar,0.4,43,2,0.7380952380952381,0.7367521367521368,0.7997711670480548,0.21013190289920258,0.18692124409995975
Sonar,0.6,43,2,0.7380952380952381,0.7367521367521368,0.7860411899313501,0.20775709919770294,0.19200250018078363
Sonar,0.8,43,2,0.7380952380952381,0.7367521367521368,0.7860411899313501,0.20775709919770294,0.19200250018078363
Sonar,1.0,43,2,0.7857142857142857,0.7855927396483267,0.8123569794050344,0.200257694478769,0.17670161378312427
Sonar,0.0,43,3,0.7804878048780488,0.7756838905775076,0.8301435406698565,0.21427583274624062,0.2388012392947312
Sonar,0.2,43,3,0.7804878048780488,0.7756838905775076,0.8133971291866029,0.20854971124074997,0.23551913325274118
Sonar,0.4,43,3,0.7804878048780488,0.7756838905775076,0.8133971291866029,0.20854971124074997,0.23551913325274118
Sonar,0.6,43,3,0.8048780487804879,0.7990196078431373,0.8385167464114833,0.20029257866905925,0.21509253601229675
Sonar,0.8,43,3,0.8048780487804879,0.7990196078431373,0.8385167464114833,0.1905625673952291,0.20925894927257596
Sonar,1.0,43,3,0.7560975609756098,0.7524154589371981,0.8050239234449761,0.19047287275171884,0.1907650680887234
Sonar,0.0,43,4,0.7317073170731707,0.731067382230173,0.7691387559808613,0.22429747270590836,0.22508281227294086
Sonar,0.2,43,4,0.7560975609756098,0.7547846889952152,0.8169856459330143,0.2013729296400195,0.16441198878961183
Sonar,0.4,43,4,0.7560975609756098,0.7547846889952152,0.8169856459330143,0.2013729296400195,0.16441198878961183
Sonar,0.6,43,4,0.7560975609756098,0.7547846889952152,0.8169856459330143,0.2013729296400195,0.16441198878961183
Sonar,0.8,43,4,0.7317073170731707,0.7291291291291291,0.8038277511961722,0.19996258449076265,0.17413058932216904
Sonar,1.0,43,4,0.7317073170731707,0.7291291291291291,0.8110047846889952,0.20802287214977447,0.16619861235713337
Sonar,0.0,44,0,0.8095238095238095,0.8090909090909091,0.8295454545454546,0.26388480358286104,0.24827897498366291
Sonar,0.2,44,0,0.8333333333333334,0.8324786324786324,0.8681818181818182,0.2034264458907247,0.20414702439088966
Sonar,0.4,44,0,0.8333333333333334,0.8324786324786324,0.8681818181818182,0.2034264458907247,0.20414702439088966
Sonar,0.6,44,0,0.8333333333333334,0.8324786324786324,0.8681818181818182,0.2034264458907247,0.20414702439088966
Sonar,0.8,44,0,0.8333333333333334,0.8324786324786324,0.8625,0.21340486860258362,0.1719919112174361
Sonar,1.0,44,0,0.6666666666666666,0.6659090909090909,0.7125,0.18809542969541904,0.15507567641863132
Sonar,0.0,44,1,0.6428571428571429,0.6426545660805445,0.6681818181818182,0.22683925814034098,0.21394902233491367
Sonar,0.2,44,1,0.6428571428571429,0.6426545660805445,0.6636363636363636,0.2022395764441964,0.2049477275655442
Sonar,0.4,44,1,0.6428571428571429,0.6377228292121909,0.7170454545454545,0.20019490199775034,0.20111582614112206
Sonar,0.6,44,1,0.5238095238095238,0.5194508009153318,0.5829545454545454,0.19664198183950798,0.192238571174306
Sonar,0.8,44,1,0.5238095238095238,0.5194508009153318,0.5829545454545454,0.19664198183950798,0.192238571174306
Sonar,1.0,44,1,0.5238095238095238,0.5194508009153318,0.5829545454545454,0.19664198183950798,0.192238571174306
Sonar,0.0,44,2,0.7380952380952381,0.7379466817923993,0.7276887871853548,0.23404100670599218,0.2451431901306459
Sonar,0.2,44,2,0.7619047619047619,0.7613636363636364,0.7814645308924486,0.21142952807176654,0.1821081666290263
Sonar,0.4,44,2,0.7619047619047619,0.7613636363636364,0.7814645308924486,0.21142952807176654,0.1821081666290263
Sonar,0.6,44,2,0.6904761904761905,0.690300623936472,0.7425629290617849,0.20986274223442758,0.18216250277140858
Sonar,0.8,44,2,0.6904761904761905,0.690300623936472,0.7425629290617849,0.20986274223442758,0.18216250277140858
Sonar,1.0,44,2,0.6904761904761905,0.690300623936472,0.7482837528604118,0.20737245309244734,0.16437004350266607
Sonar,0.0,44,3,0.7317073170731707,0.731067382230173,0.6758373205741628,0.26020277376940676,0.21853259777605025
Sonar,0.2,44,3,0.6829268292682927,0.6821705426356589,0.6973684210526316,0.22448412712737997,0.1978628146442565
Sonar,0.4,44,3,0.7560975609756098,0.7547846889952152,0.819377990430622,0.2307317191250322,0.20795289924485766
Sonar,0.6,44,3,0.6341463414634146,0.6332737030411449,0.6901913875598087,0.2268045295240755,0.1985213969192103
Sonar,0.8,44,3,0.6341463414634146,0.6341463414634146,0.6818181818181819,0.2110863490198502,0.1633456582984392
Sonar,1.0,44,3,0.6829268292682927,0.6759878419452887,0.7069377990430622,0.21732651918568371,0.17424201604298914
Sonar,0.0,44,4,0.6585365853658537,0.6533816425120773,0.69377990430622,0.2717107753012573,0.2712151092523321
Sonar,0.2,44,4,0.6829268292682927,0.6703772418058133,0.6854066985645934,0.2146144322694812,0.21614680203920683
Sonar,0.4,44,4,0.6829268292682927,0.6703772418058133,0.7332535885167464,0.19940098190630307,0.2171896347959513
Sonar,0.6,44,4,0.7073170731707317,0.7028985507246377,0.7667464114832536,0.20175830955168653,0.18004918795480632
Sonar,0.8,44,4,0.7073170731707317,0.7028985507246377,0.7667464114832536,0.20175830955168653,0.18004918795480632
Sonar,1.0,44,4,0.7073170731707317,0.7028985507246377,0.7667464114832536,0.20175830955168653,0.18004918795480632
Pima,0.0,42,0,0.7662337662337663,0.7210144927536233,0.7722222222222221,0.15870315609498722,0.1831177846283969
Pima,0.2,42,0,0.7597402597402597,0.7114498404820986,0.7669444444444444,0.15870315609498722,0.1845955856252718
Pima,0.4,42,0,0.7532467532467533,0.7055152979066023,0.774537037037037,0.15870315609498722,0.17869137030543483
Pima,0.6,42,0,0.7467532467532467,0.6996249062265567,0.7686111111111111,0.17165678897092665,0.17985143350223778
Pima,0.8,42,0,0.7467532467532467,0.6996249062265567,0.7681481481481481,0.17165678897092665,0.17710466010391815
Pima,1.0,42,0,0.7467532467532467,0.6996249062265567,0.7681481481481481,0.17165678897092665,0.17710466010391815
Pima,0.0,42,1,0.7532467532467533,0.7186538461538461,0.7899074074074075,0.15870315609498722,0.18614254162931693
Pima,0.2,42,1,0.7532467532467533,0.7156462585034014,0.7858333333333334,0.15870315609498722,0.18900330207862778
Pima,0.4,42,1,0.7142857142857143,0.6806184012066365,0.7962037037037037,0.15870315609498722,0.19761623524529226
Pima,0.6,42,1,0.7142857142857143,0.6806184012066365,0.7962037037037037,0.15870315609498722,0.19761623524529226
Pima,0.8,42,1,0.7142857142857143,0.6806184012066365,0.8008333333333334,0.15870315609498722,0.19451996187781376
Pima,1.0,42,1,0.7142857142857143,0.6806184012066365,0.8016666666666667,0.15870315609498722,0.19099223680489225
Pima,0.0,42,2,0.7532467532467533,0.7156462585034014,0.7656481481481483,0.17165678897092665,0.1736252473388351
Pima,0.2,42,2,0.7532467532467533,0.7156462585034014,0.7780555555555555,0.17165678897092665,0.17308673556280263
Pima,0.4,42,2,0.7532467532467533,0.7156462585034014,0.7712037037037037,0.17165678897092665,0.16949204658467093
Pima,0.6,42,2,0.7467532467532467,0.7065520105535741,0.7584259259259261,0.17165678897092665,0.16583883110900305
Pima,0.8,42,2,0.7402597402597403,0.6973270440251573,0.754537037037037,0.15870315609498722,0.16780960255363836
Pima,1.0,42,2,0.7402597402597403,0.6973270440251573,0.754537037037037,0.15870315609498722,0.16780960255363836
Pima,0.0,42,3,0.7124183006535948,0.6621838619028503,0.7520754716981132,0.17165678897092665,0.19022367285185668
Pima,0.2,42,3,0.7189542483660131,0.6717884759291595,0.7631132075471698,0.17165678897092665,0.1867846064725957
Pima,0.4,42,3,0.7189542483660131,0.6717884759291595,0.7631132075471698,0.17165678897092665,0.1867846064725957
Pima,0.6,42,3,0.7058823529411765,0.6603857347210575,0.7435849056603774,0.17165678897092665,0.18887762006114212
Pima,0.8,42,3,0.7058823529411765,0.6603857347210575,0.7435849056603774,0.17165678897092665,0.18887762006114212
Pima,1.0,42,3,0.6862745098039216,0.6397174254317112,0.7466037735849056,0.15870315609498722,0.18983668297498274
Pima,0.0,42,4,0.7124183006535948,0.6732038834951457,0.6789622641509434,0.1739817346301192,0.18467978983908417
Pima,0.2,42,4,0.6928104575163399,0.6276601253041992,0.6861320754716982,0.17165678897092665,0.18439553593896296
Pima,0.4,42,4,0.7124183006535948,0.6490825688073394,0.699433962264151,0.16092321566354162,0.1806639763526019
Pima,0.6,42,4,0.7189542483660131,0.6547000472366556,0.7207547169811321,0.16092321566354162,0.18314279884003856
Pima,0.8,42,4,0.7450980392156863,0.7088274044795784,0.7875471698113208,0.15912327949627167,0.1711353259660555
Pima,1.0,42,4,0.738562091503268,0.7029126213592233,0.780188679245283,0.15912327949627167,0.1731700944512071
Pima,0.0,43,0,0.7337662337662337,0.66190093708166,0.7828703703703703,0.17165678897092665,0.18538471465471137
Pima,0.2,43,0,0.7337662337662337,0.66190093708166,0.7811111111111111,0.16431854657258682,0.18497234784614627
Pima,0.4,43,0,0.7532467532467533,0.6977272727272728,0.784537037037037,0.16431854657258682,0.17966572021100802
Pima,0.6,43,0,0.7792207792207793,0.7331294597349644,0.7761111111111111,0.15912327949627167,0.17729659861654934
Pima,0.8,43,0,0.7792207792207793,0.7331294597349644,0.7761111111111111,0.15912327949627167,0.17729659861654934
Pima,1.0,43,0,0.7727272727272727,0.7156423107359535,0.7675000000000001,0.15912327949627167,0.17745553502950845
Pima,0.0,43,1,0.7012987012987013,0.6594230769230769,0.7814814814814814,0.17165678897092665,0.1791310262094014
Pima,0.2,43,1,0.7012987012987013,0.6594230769230769,0.7888888888888889,0.17165678897092665,0.17900227650311892
Pima,0.4,43,1,0.6948051948051948,0.6380095023755938,0.7891666666666666,0.17165678897092665,0.1791158961526335
Pima,0.6,43,1,0.6883116883116883,0.6280193236714976,0.7549074074074074,0.16092321566354162,0.17760215699274975
Pima,0.8,43,1,0.6818181818181818,0.6226056514128533,0.7516666666666667,0.15573784877759472,0.17648985086597993
Pima,1.0,43,1,0.6818181818181818,0.6226056514128533,0.7520370370370371,0.15573784877759472,0.17654051237603494
Pima,0.0,43,2,0.7272727272727273,0.6979263964132263,0.7511111111111112,0.17165678897092665,0.17799203747380643
Pima,0.2,43,2,0.7142857142857143,0.6957614942528736,0.7379629629629629,0.17165678897092665,0.17642965429022142
Pima,0.4,43,2,0.7207792207792207,0.7016445145302996,0.7359259259259259,0.17165678897092665,0.17712619065278817
Pima,0.6,43,2,0.7207792207792207,0.7016445145302996,0.7396296296296296,0.17165678897092665,0.17653942597192462
Pima,0.8,43,2,0.7207792207792207,0.7016445145302996,0.7396296296296296,0.17165678897092665,0.17653942597192462
Pima,1.0,43,2,0.7207792207792207,0.6799574694311536,0.7193518518518519,0.17165678897092665,0.1686837139452121
Pima,0.0,43,3,0.7843137254901961,0.7536231884057971,0.830754716981132,0.17165678897092665,0.19278330299977994
Pima,0.2,43,3,0.7777777777777778,0.7474757281553398,0.8102830188679246,0.17165678897092665,0.19511633398019815
Pima,0.4,43,3,0.7450980392156863,0.7023197804938888,0.7902830188679245,0.17165678897092665,0.19656637155896295
Pima,0.6,43,3,0.7450980392156863,0.7023197804938888,0.7902830188679246,0.15870315609498722,0.19749583710297033
Pima,0.8,43,3,0.7450980392156863,0.7023197804938888,0.7902830188679246,0.15870315609498722,0.19749583710297033
Pima,1.0,43,3,0.7581699346405228,0.7237593324549847,0.7916981132075471,0.15870315609498722,0.18566608911431962
Pima,0.0,43,4,0.7450980392156863,0.7118087418497947,0.7764150943396226,0.17165678897092665,0.18701946457119026
Pima,0.2,43,4,0.7450980392156863,0.70566763675825,0.7747169811320755,0.17165678897092665,0.18565257590562742
Pima,0.4,43,4,0.7450980392156863,0.70566763675825,0.7741509433962264,0.17165678897092665,0.18553683477280897
Pima,0.6,43,4,0.7450980392156863,0.70566763675825,0.7724528301886793,0.17165678897092665,0.18249942313022743
Pima,0.8,43,4,0.7516339869281046,0.7116071428571429,0.7722641509433963,0.16431854657258682,0.17892267199781833
Pima,1.0,43,4,0.7450980392156863,0.7118087418497947,0.7165094339622642,0.15573784877759472,0.17605484837409724
Pima,0.0,44,0,0.7142857142857143,0.6806184012066365,0.7264814814814815,0.17165678897092665,0.18250837878399478
Pima,0.2,44,0,0.7142857142857143,0.6806184012066365,0.7491666666666666,0.17165678897092665,0.18082611498741277
Pima,0.4,44,0,0.7142857142857143,0.6806184012066365,0.7491666666666666,0.17165678897092665,0.18082611498741277
Pima,0.6,44,0,0.7012987012987013,0.672037037037037,0.7382407407407408,0.17165678897092665,0.18338337744804864
Pima,0.8,44,0,0.6818181818181818,0.6665046183762762,0.7320370370370369,0.17165678897092665,0.1741022957426949
Pima,1.0,44,0,0.6818181818181818,0.6665046183762762,0.7011111111111111,0.17165678897092665,0.17049796844415607
Pima,0.0,44,1,0.7272727272727273,0.6890384615384615,0.7948148148148148,0.15870315609498722,0.1727667270307922
Pima,0.2,44,1,0.7272727272727273,0.6890384615384615,0.7948148148148148,0.15870315609498722,0.1727667270307922
Pima,0.4,44,1,0.7272727272727273,0.6890384615384615,0.8141666666666667,0.15870315609498722,0.17315214490666234
Pima,0.6,44,1,0.7272727272727273,0.6890384615384615,0.8015740740740741,0.15870315609498722,0.17247822116713102
Pima,0.8,44,1,0.7142857142857143,0.6775176089853416,0.7965740740740741,0.15870315609498722,0.1726953165196981
Pima,1.0,44,1,0.7402597402597403,0.7171717171717171,0.7921296296296296,0.15870315609498722,0.17609844192344323
Pima,0.0,44,2,0.7857142857142857,0.7569235184388003,0.8314814814814815,0.17165678897092665,0.18311912330490182
Pima,0.2,44,2,0.7597402597402597,0.7326765188834155,0.8072222222222223,0.17165678897092665,0.17961038085683148
Pima,0.4,44,2,0.7662337662337663,0.7410797683541939,0.8109259259259259,0.17165678897092665,0.1809908963259492
Pima,0.6,44,2,0.7727272727272727,0.7493839215139257,0.8308333333333333,0.15870315609498722,0.17845441594932568
Pima,0.8,44,2,0.7727272727272727,0.7493839215139257,0.8308333333333333,0.15870315609498722,0.17845441594932568
Pima,1.0,44,2,0.7727272727272727,0.7493839215139257,0.8282407407407406,0.15870315609498722,0.17893671516625723
Pima,0.0,44,3,0.6862745098039216,0.6357142857142857,0.7583018867924529,0.17165678897092665,0.18632475953003474
Pima,0.2,44,3,0.6862745098039216,0.6357142857142857,0.7523584905660378,0.17165678897092665,0.18426359831167238
Pima,0.4,44,3,0.6862745098039216,0.6357142857142857,0.7513207547169811,0.17165678897092665,0.1843980779422528
Pima,0.6,44,3,0.7320261437908496,0.6751928752653653,0.7810377358490566,0.17165678897092665,0.19005074920182538
Pima,0.8,44,3,0.7320261437908496,0.6751928752653653,0.7810377358490566,0.17165678897092665,0.19005074920182538
Pima,1.0,44,3,0.7647058823529411,0.7352941176470589,0.8004716981132076,0.18023314578029118,0.19647053194801273
Pima,0.0,44,4,0.7581699346405228,0.7341379796177148,0.8183962264150944,0.16431854657258682,0.17669118108893142
Pima,0.2,44,4,0.7581699346405228,0.7341379796177148,0.8270754716981132,0.16431854657258682,0.17671136163345813
Pima,0.4,44,4,0.7581699346405228,0.7317697228144989,0.8239622641509434,0.16431854657258682,0.17735016174986076
Pima,0.6,44,4,0.7647058823529411,0.740188679245283,0.8268867924528303,0.16431854657258682,0.17830230609466072
Pima,0.8,44,4,0.7777777777777778,0.7389602569249298,0.8238679245283019,0.17165678897092665,0.18101171603949415
Pima,1.0,44,4,0.7516339869281046,0.7046932141405933,0.820377358490566,0.1739817346301192,0.17907491720288382
