dataset,method,seed,fold,selected_alpha,selected_rrf_lambda,fold_tuned_alpha,fold_tuned_rrf_lambda,accuracy,macro_f1,auc,n_nodes,depth,vif_dropped,main_set_redundancy,main_weighted_redundancy,root_agreement,feature_set_jaccard,importance_rank_corr,top5_jaccard,structural_distance,bootstrap_set_redundancy,bootstrap_weighted_redundancy
Ionosphere,ACP-Gini,42,3,0.4,0.9,0.4,0.9,0.9,0.8901098901098901,0.9475555555555556,23,6,0,0.128949421075814,0.1453342375845497,0.6,0.3351725763898633,0.3909525029553913,0.306012309685779,0.885203414897721,0.1581796028679531,0.1465580170178901
Ionosphere,CART,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.891111111111111,23,6,0,0.1659994583769335,0.1788054935803443,0.78,0.3504289514673668,0.4181229315206539,0.3155620343375445,0.8503243084360422,0.2018496785776365,0.1832952251561043
Ionosphere,VIF+CART,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.891111111111111,23,6,1,0.1659994583769335,0.1788054935803443,0.78,0.3534453225179516,0.4230008371083464,0.3156851311953352,0.8488732686456334,0.1973979118779932,0.1811317346011898
Ionosphere,RRF-style,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.8728888888888888,21,6,0,0.1854523994670314,0.1624030597861145,0.78,0.3396985667393831,0.4142473258893496,0.3144185293164884,0.8575510369550685,0.2033669780966274,0.1820161073594103
Ionosphere,ACP-Gini,42,4,0.4,0.9,0.4,0.9,0.8571428571428571,0.8470279720279721,0.8648888888888888,23,6,0,0.1735477856063282,0.1595082624141579,0.78,0.329404907750646,0.3927636263743751,0.3056138645934564,0.8633743869118106,0.1630145552873164,0.1562145613781469
Ionosphere,CART,43,0,0.4,0.9,0.8,0.9,0.8732394366197183,0.8623141564318035,0.8965811965811965,23,6,0,0.1241421770863946,0.1554336066269191,0.58,0.3395971707364265,0.3952789961425438,0.3122092646582442,0.8849261001471176,0.1796965507779171,0.1729704723405932
Ionosphere,VIF+CART,43,0,0.4,0.9,0.8,0.9,0.8732394366197183,0.8623141564318035,0.8965811965811965,23,6,1,0.1241421770863946,0.1554336066269191,0.58,0.3468034882284582,0.4049803466364191,0.3172465176546808,0.8831732045026442,0.178660805404911,0.1717861789984191
Ionosphere,RRF-style,43,0,0.4,0.9,0.8,0.9,0.8732394366197183,0.8623141564318035,0.8965811965811965,23,6,0,0.1241421770863946,0.1554336066269191,0.58,0.3287256145215328,0.3856653364268559,0.3063297700032394,0.888623470948665,0.1780697842294647,0.1723623202598835
Ionosphere,ACP-Gini,43,0,0.4,0.9,0.8,0.9,0.8732394366197183,0.8623141564318035,0.8965811965811965,23,6,0,0.1241421770863946,0.1554336066269191,0.58,0.3669237124087064,0.4344345354293961,0.3209685779073534,0.880008526118403,0.1566311890323409,0.1533492272128183
Ionosphere,CART,43,1,0.4,0.9,0.6,0.5,0.9,0.8853801169590643,0.9084444444444444,29,6,0,0.172874836624049,0.1454765808892212,0.48,0.3368083303216304,0.3817753578324918,0.3128182701652089,0.8983986947669046,0.1854943944090283,0.1744361270920996
Ionosphere,VIF+CART,43,1,0.4,0.9,0.6,0.5,0.9,0.8853801169590643,0.9084444444444444,29,6,1,0.172874836624049,0.1454765808892212,0.48,0.336679145114414,0.3819673540696233,0.3128182701652089,0.8984518623998727,0.185159879740461,0.1740602194504132
Ionosphere,RRF-style,43,1,0.4,0.9,0.6,0.5,0.9142857142857144,0.9005681818181819,0.9013333333333332,29,6,0,0.1564588365944592,0.1330740100916705,0.48,0.3107128717620914,0.3617822034824923,0.3099643666990605,0.9018123883371096,0.1861767147168849,0.1755761330877256
Ionosphere,ACP-Gini,43,1,0.4,0.9,0.6,0.5,0.9428571428571428,0.935245143385754,0.9497777777777776,27,6,0,0.1456590929060546,0.1357375601266104,0.48,0.3072891157128852,0.3431069468731517,0.2802526724975704,0.9108056475155956,0.1673602321969223,0.15296531609303
Ionosphere,CART,43,2,0.4,0.9,1.0,0.5,0.8714285714285714,0.858712715855573,0.9128888888888887,25,6,0,0.1516773708804245,0.1650456869122567,0.88,0.3589188413294055,0.4390199333636404,0.34297052154195,0.8311178740735826,0.1753953557456115,0.1588734147161381
Ionosphere,VIF+CART,43,2,0.4,0.9,1.0,0.5,0.8714285714285714,0.858712715855573,0.9128888888888887,25,6,1,0.1516773708804245,0.1650456869122566,0.88,0.3587461568710068,0.4387813431316768,0.3428571428571428,0.831171895682226,0.1752429070968097,0.1587280598206022
Ionosphere,RRF-style,43,2,0.4,0.9,1.0,0.5,0.8714285714285714,0.858712715855573,0.9128888888888887,25,6,0,0.1516773708804245,0.1650456869122567,0.88,0.3426431935411527,0.4281844033583905,0.3434402332361516,0.8363828866141687,0.1775625166171938,0.1582512398903922
Ionosphere,ACP-Gini,43,2,0.4,0.9,1.0,0.5,0.8714285714285714,0.858712715855573,0.8826666666666666,25,6,0,0.1666810930024972,0.1532093372001,0.88,0.3573280692896539,0.4384494972516532,0.3413929381276319,0.831029948958394,0.1544088397904026,0.1401429306255032
Ionosphere,CART,43,3,0.4,0.9,0.2,0.7,0.8857142857142857,0.8776223776223776,0.9311111111111112,23,6,0,0.1790229405942618,0.1607513517041195,0.36,0.305562300044893,0.345839377006219,0.2836864269517331,0.894593144641701,0.1779356451098431,0.1654598695594062
Ionosphere,VIF+CART,43,3,0.4,0.9,0.2,0.7,0.8857142857142857,0.8776223776223776,0.9311111111111112,23,6,1,0.1790229405942618,0.1607513517041195,0.36,0.308161813909713,0.3496837003135143,0.2861661807580175,0.8939500688650244,0.1769928277004533,0.1643301238958119
Ionosphere,RRF-style,43,3,0.4,0.9,0.2,0.7,0.8714285714285714,0.8612029081295439,0.8813333333333333,25,6,0,0.187271381611717,0.1616677324276024,0.36,0.3036211430293062,0.3518070572270194,0.288364107547781,0.8949161418953546,0.1776185874169169,0.1648135810567466
Ionosphere,ACP-Gini,43,3,0.4,0.9,0.2,0.7,0.8714285714285714,0.863370201691607,0.9146666666666666,23,6,0,0.1624414537565082,0.1428660771991988,0.36,0.2834457028232538,0.3155636377212285,0.2671849692257855,0.8975643706349463,0.1612163556826725,0.1374313281359803
Ionosphere,CART,43,4,0.4,0.9,0.4,0.7,0.8857142857142857,0.8794142980189492,0.9275555555555556,27,6,0,0.1712276037581561,0.1522816645072074,0.84,0.3201691886877961,0.3732211133633863,0.2938905085843861,0.8683324514015751,0.1736748074664343,0.1681744031115976
Ionosphere,VIF+CART,43,4,0.4,0.9,0.4,0.7,0.8857142857142857,0.8794142980189492,0.9275555555555556,27,6,1,0.1712276037581561,0.1522816645072074,0.84,0.3237289169414019,0.3782713859309131,0.2975153871072238,0.8656363217588036,0.1727448711803086,0.1669963895677926
Ionosphere,RRF-style,43,4,0.4,0.9,0.4,0.7,0.9,0.8937323790934721,0.9164444444444444,25,6,0,0.1794620242362533,0.1438260861929461,0.84,0.2981046295974267,0.3548521802213109,0.2910204081632653,0.8720501743090769,0.1740101969898518,0.1634453218647168
Ionosphere,ACP-Gini,43,4,0.4,0.9,0.4,0.7,0.8857142857142857,0.8776223776223776,0.8826666666666667,23,6,0,0.1618000342754518,0.1670710565104825,0.84,0.3134988566855313,0.3614584936297223,0.2855814706835115,0.8743460275656549,0.1516888881473645,0.1402200671867893
Ionosphere,CART,44,0,0.4,0.9,0.6,0.7,0.8732394366197183,0.8623141564318035,0.9794871794871796,27,6,0,0.1791527501048566,0.18137085637468,0.84,0.2951222279787706,0.3240329459379444,0.2731130547457078,0.8821129152998917,0.1846203053889942,0.1610910874413277
Ionosphere,VIF+CART,44,0,0.4,0.9,0.6,0.7,0.8732394366197183,0.8623141564318035,0.9794871794871796,27,6,1,0.1791527501048566,0.18137085637468,0.84,0.2959412097839469,0.3260889239202431,0.2752186588921282,0.8817441636207896,0.1837509599889467,0.1607604532308058
Ionosphere,RRF-style,44,0,0.4,0.9,0.6,0.7,0.8732394366197183,0.8623141564318035,0.9794871794871796,27,6,0,0.1791527501048566,0.18137085637468,0.84,0.2697846129460775,0.3133671107701131,0.2739682539682539,0.88909725741001,0.1854208228478455,0.15821300572349
Ionosphere,ACP-Gini,44,0,0.4,0.9,0.6,0.7,0.9154929577464788,0.908974358974359,0.9363247863247864,25,6,0,0.1600623063065436,0.169042961877568,0.84,0.2964951052682145,0.3364965567475089,0.2697991577583414,0.883632904795258,0.1645759045197938,0.1475189312731574
Ionosphere,CART,44,1,0.4,0.9,0.6,0.9,0.8714285714285714,0.8612029081295439,0.88,27,6,0,0.1848262066528862,0.1917778333182113,0.86,0.3207070118090526,0.3751713683759834,0.2982118561710399,0.8555788475908717,0.1839217078916456,0.1622087246166738
Ionosphere,VIF+CART,44,1,0.4,0.9,0.6,0.9,0.8714285714285714,0.8612029081295439,0.88,27,6,1,0.1848262066528862,0.1917778333182113,0.86,0.3241489326333264,0.3820478886213568,0.2997991577583414,0.8520987538761156,0.1797040947838078,0.1613741075305227
Ionosphere,RRF-style,44,1,0.4,0.9,0.6,0.9,0.8714285714285714,0.8612029081295439,0.8951111111111111,27,6,0,0.2005163474678514,0.1930290097871131,0.86,0.2982143889856974,0.3533593292493808,0.2964042759961127,0.863515512474159,0.1829913597377937,0.1585998130160829
Ionosphere,ACP-Gini,44,1,0.4,0.9,0.6,0.9,0.8571428571428571,0.8414855072463767,0.8644444444444443,29,6,0,0.174628980413429,0.1627630218720576,0.86,0.3168412433238363,0.3707177803490301,0.2896566245545837,0.8694166864390217,0.149647240257002,0.1312291642357156
Ionosphere,CART,44,2,0.4,0.9,0.8,0.7,0.8714285714285714,0.8526315789473684,0.8604444444444446,23,6,0,0.1662344489636363,0.1606044123976368,0.52,0.3622808971074277,0.4397419904657695,0.3206025267249757,0.8870626723725227,0.1915894349314142,0.1613857547066245
Ionosphere,VIF+CART,44,2,0.4,0.9,0.8,0.7,0.8714285714285714,0.8526315789473684,0.8604444444444446,23,6,1,0.1662344489636363,0.1606044123976368,0.52,0.3633688159912649,0.4408382917981748,0.3206025267249757,0.8865303506719128,0.1914687374341512,0.1613691029549684
Ionosphere,RRF-style,44,2,0.4,0.9,0.8,0.7,0.8571428571428571,0.8444444444444444,0.8497777777777779,23,6,0,0.2003720871684313,0.1663433359251166,0.52,0.3523641460580236,0.4399222833130408,0.3233981211532232,0.8877150899373367,0.18988363198521,0.1581786630684564
Ionosphere,ACP-Gini,44,2,0.4,0.9,0.8,0.7,0.8285714285714286,0.8133333333333334,0.8333333333333334,25,6,0,0.1576468142480946,0.1450591772969425,0.52,0.3390840610636529,0.4232439706054816,0.3412082928409458,0.8812930249653885,0.1615669323245687,0.1468513882180609
Ionosphere,CART,44,3,0.4,0.9,0.8,0.7,0.9,0.8878975062914665,0.8902222222222221,25,6,0,0.1605378895103491,0.1442446114641405,0.72,0.3244847494775466,0.3654042716658977,0.2644962747003563,0.8862051102336004,0.1902963268461906,0.1690969081828995
Ionosphere,VIF+CART,44,3,0.4,0.9,0.8,0.7,0.9,0.8878975062914665,0.8902222222222221,25,6,1,0.1605378895103491,0.1442446114641405,0.72,0.3320089565629781,0.3788019858928106,0.2682669258179462,0.884007260941229,0.1868664989654924,0.1693001335789679
Ionosphere,RRF-style,44,3,0.4,0.9,0.8,0.7,0.9,0.8920467063229787,0.9342222222222224,25,6,0,0.1752348294159431,0.1710653897851772,0.72,0.3037183174968289,0.346159298851765,0.2651765468091998,0.8908543118830464,0.1915114522110288,0.1686238782737963
Ionosphere,ACP-Gini,44,3,0.4,0.9,0.8,0.7,0.9142857142857144,0.9082167832167832,0.9466666666666668,23,6,0,0.129618289916734,0.13773011438168,0.72,0.2734804639138372,0.2908856859913265,0.2369614512471655,0.8933912695961234,0.1666181984055307,0.1445515641430614
Ionosphere,CART,44,4,0.4,0.9,0.8,0.5,0.8714285714285714,0.858712715855573,0.8888888888888888,25,6,0,0.1621549711692849,0.1593343325835564,0.6,0.3453409051266194,0.4099133080562425,0.3160090702947845,0.8841981191453655,0.1797458002511607,0.1708533446087798
Ionosphere,VIF+CART,44,4,0.4,0.9,0.8,0.5,0.8714285714285714,0.858712715855573,0.8888888888888888,25,6,1,0.1621549711692849,0.1593343325835564,0.6,0.3554896905815273,0.422299218907331,0.3203660511823776,0.8821381699002385,0.1749735690450497,0.1697296702008535
Ionosphere,RRF-style,44,4,0.4,0.9,0.8,0.5,0.8857142857142857,0.8755555555555555,0.9075555555555554,25,6,0,0.1483214873038555,0.1610163517529349,0.6,0.3363584533380451,0.406519823915269,0.3219209588597344,0.8844411627579865,0.1761887922514411,0.1690291210150715
Ionosphere,ACP-Gini,44,4,0.4,0.9,0.8,0.5,0.9,0.8901098901098901,0.9097777777777778,25,6,0,0.1415458306159315,0.159564814945546,0.6,0.3395536661551067,0.3951541092247038,0.3023356009070294,0.8883545199979557,0.1526529568290756,0.1523712832316831
Sonar,CART,42,0,0.2,0.9,0.4,0.9,0.7619047619047619,0.7619047619047619,0.7306818181818183,27,5,0,0.2454301999133616,0.2071487657952664,0.36,0.1452412617149143,0.1201941967117277,0.1134143181081956,0.9559639277646864,0.2351946468712254,0.2208528834025825
Sonar,VIF+CART,42,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.7136363636363636,0.7806818181818183,31,5,17,0.2172125600525072,0.2048623493183219,0.4,0.1522378219668609,0.1310808436638862,0.1196631033365727,0.9554782550527632,0.2232068160608695,0.197709412748568
Sonar,RRF-style,42,0,0.2,0.9,0.4,0.9,0.7619047619047619,0.7613636363636364,0.7579545454545455,27,5,0,0.2297835262866286,0.1983764666903223,0.36,0.1317036644126427,0.1199694616176204,0.120459993521218,0.960332729455754,0.2319097867751274,0.2230962685063764
Sonar,ACP-Gini,42,0,0.2,0.9,0.4,0.9,0.7142857142857143,0.7136363636363636,0.6920454545454545,29,6,0,0.2065992582830464,0.170557103674158,0.36,0.1254801632975955,0.096934965316901,0.1051797862001943,0.9581196752007968,0.2099468935971037,0.1975353348537979
Sonar,CART,42,1,0.2,0.9,0.8,0.7,0.8095238095238095,0.8090909090909091,0.8181818181818182,25,6,0,0.2107569335704678,0.1826271597589587,0.7,0.1530288901406295,0.1407426966403117,0.1286880466472303,0.9398741738979624,0.2383199315356424,0.2352795263837719
Sonar,VIF+CART,42,1,0.2,0.9,0.8,0.7,0.7142857142857143,0.7142857142857143,0.7102272727272727,23,4,18,0.1910330856795739,0.1700672305433706,0.42,0.1591342584389908,0.144064778787241,0.1116488500161969,0.9534122883583382,0.2170330217534141,0.2026301441858838
Sonar,RRF-style,42,1,0.2,0.9,0.8,0.7,0.8095238095238095,0.8090909090909091,0.8363636363636364,25,6,0,0.1873022425612318,0.174683487091628,0.7,0.1418956317791851,0.1384317759867819,0.1294849368318756,0.9437816754489724,0.2310228810818186,0.2302406876097219
Sonar,ACP-Gini,42,1,0.2,0.9,0.8,0.7,0.8095238095238095,0.8090909090909091,0.8295454545454546,25,6,0,0.2105405060692437,0.1720042852712709,0.7,0.1384032569685251,0.1224251685123921,0.1284774862325882,0.943384623141368,0.1997686587152516,0.2173617688432324
Sonar,CART,42,2,0.2,0.9,0.2,0.9,0.7142857142857143,0.7136363636363636,0.788329519450801,23,5,0,0.2529882440759163,0.2602673514483867,0.5,0.1438801468604337,0.1329970020876939,0.1178620019436346,0.9434459013287914,0.2194923455257699,0.2089946225326641
Sonar,VIF+CART,42,2,0.2,0.9,0.2,0.9,0.7380952380952381,0.7367521367521368,0.7562929061784897,21,6,16,0.2001849931195831,0.209588452435733,0.8,0.179369294700722,0.1882344914808499,0.152332361516035,0.930023671493224,0.2150719816151013,0.1895912944048352
Sonar,RRF-style,42,2,0.2,0.9,0.2,0.9,0.7142857142857143,0.7136363636363636,0.788329519450801,23,5,0,0.2242106106175076,0.2501208575330381,0.5,0.1273601337304818,0.12045260645118,0.1198542274052478,0.9475677717850904,0.2149348427823501,0.2081937338964079
Sonar,ACP-Gini,42,2,0.2,0.9,0.2,0.9,0.7142857142857143,0.7136363636363636,0.7425629290617849,21,5,0,0.2132149145092378,0.1985497562586289,0.5,0.1167737068853515,0.0916259874322861,0.1118658892128279,0.9485451238665368,0.1951070574796487,0.1862177068744992
Sonar,CART,42,3,0.2,0.9,0.8,0.5,0.7317073170731707,0.731067382230173,0.667464114832536,27,6,0,0.2352532748099315,0.2308479614065562,0.5,0.1537322193963376,0.1357832886273347,0.1201068999028182,0.942895407311488,0.2404678567069696,0.2342759710493569
Sonar,VIF+CART,42,3,0.2,0.9,0.8,0.5,0.7317073170731707,0.7291291291291291,0.7619617224880384,29,6,18,0.1941662983185492,0.177238667139136,0.6,0.1755311435824483,0.1700905352013053,0.1452089407191448,0.9429255326914832,0.2207284668438694,0.2005441577580206
Sonar,RRF-style,42,3,0.2,0.9,0.8,0.5,0.7317073170731707,0.731067382230173,0.6734449760765551,27,6,0,0.2231018731543962,0.229909985804544,0.5,0.1323344184931978,0.1170836530773379,0.1172821509556203,0.946623321506768,0.2321726505212148,0.2295233493375938
Sonar,ACP-Gini,42,3,0.2,0.9,0.8,0.5,0.6341463414634146,0.6341463414634146,0.7069377990430622,27,6,0,0.1953645507188214,0.1764124669459253,0.5,0.1201003317603747,0.0806954285335544,0.1130482669258179,0.9478565999405704,0.2097787786600718,0.2109171381735755
Sonar,CART,42,4,0.2,0.9,0.8,0.7,0.7560975609756098,0.7547846889952152,0.7966507177033493,27,6,0,0.2311882922566558,0.2087437984433387,0.46,0.1425779033733478,0.1121540150791312,0.09578231292517,0.9525771478824806,0.2380519637973397,0.2085420317206237
Sonar,VIF+CART,42,4,0.2,0.9,0.8,0.7,0.6341463414634146,0.6332737030411449,0.6698564593301436,25,5,18,0.2142188317338015,0.1909306807449635,0.38,0.1566948502975861,0.1374947015482407,0.1145869776482021,0.9530935414216408,0.2187038887841741,0.1908146499837625
Sonar,RRF-style,42,4,0.2,0.9,0.8,0.7,0.6829268292682927,0.6759878419452887,0.6854066985645934,29,5,0,0.2361479316052958,0.2510438761276836,0.46,0.1185801198934452,0.0918959264362922,0.0956494978943958,0.9574355865731682,0.2252746926864092,0.2044585490138446
Sonar,ACP-Gini,42,4,0.2,0.9,0.8,0.7,0.7560975609756098,0.7547846889952152,0.819377990430622,27,6,0,0.2147141202914935,0.2040122821380894,0.46,0.1030332020885189,0.0534726027166284,0.0873825720764496,0.9600480371420098,0.2099109531208698,0.1878414285778832
Sonar,CART,43,0,0.2,0.9,0.4,0.9,0.5952380952380952,0.5894192064404831,0.5920454545454545,23,5,0,0.2341597788696625,0.1794322319198214,0.64,0.1670953098346792,0.1775324601100578,0.135315840621963,0.9278302528891396,0.2411597786813284,0.2074678075738041
Sonar,VIF+CART,43,0,0.2,0.9,0.4,0.9,0.6190476190476191,0.6181818181818182,0.6443181818181818,25,5,18,0.235263139602287,0.1520467998492766,0.86,0.1795120280546451,0.2091397656699643,0.1805183025591188,0.9162826005001083,0.2206206204196241,0.1865379023237233
Sonar,RRF-style,43,0,0.2,0.9,0.4,0.9,0.5476190476190477,0.5452991452991452,0.5761363636363637,23,5,0,0.2208786011323996,0.1831325133517606,0.64,0.1456258846528954,0.1597534026327165,0.1379931972789115,0.9340479639495878,0.2311117748067835,0.2086967190114278
Sonar,ACP-Gini,43,0,0.2,0.9,0.4,0.9,0.5952380952380952,0.5931623931623932,0.6431818181818182,23,5,0,0.2075551526136729,0.1550843024357651,0.64,0.1407569970028427,0.138529524777919,0.1358438613540654,0.9356938832388382,0.2026537384545173,0.1799542475123814
Sonar,CART,43,1,0.2,0.9,1.0,0.5,0.8333333333333334,0.8332387975042541,0.8738636363636365,23,6,0,0.2402613208884487,0.2245883212273195,0.44,0.1315021433955218,0.08459969687712,0.0898574667962423,0.958858403392859,0.2332838943839957,0.2158013152594822
Sonar,VIF+CART,43,1,0.2,0.9,1.0,0.5,0.7619047619047619,0.7597254004576659,0.8647727272727272,31,5,17,0.2439654199494311,0.2310415681888915,0.56,0.1673290387013771,0.1515592087787084,0.1315678652413346,0.9487713708654036,0.2243089726811173,0.1967391858707089
Sonar,RRF-style,43,1,0.2,0.9,1.0,0.5,0.8333333333333334,0.8332387975042541,0.8738636363636365,23,6,0,0.2348923592458675,0.21819164835891,0.44,0.109674614034758,0.0745266852778886,0.0948850016196955,0.9622314844885522,0.2287804458043536,0.2126247834570826
Sonar,ACP-Gini,43,1,0.2,0.9,1.0,0.5,0.8571428571428571,0.8571428571428571,0.8795454545454546,23,6,0,0.1882025487824531,0.1824047807022024,0.44,0.1086049359084994,0.0585922489273244,0.089520570132815,0.9623153919695412,0.211562925453371,0.1971679678032196
Sonar,CART,43,2,0.2,0.9,0.2,0.9,0.7619047619047619,0.7597254004576659,0.8215102974828374,27,5,0,0.2180264176843968,0.2592606408814016,0.44,0.1601948858622265,0.1418372126778193,0.11837058632977,0.9433171462706752,0.2326069677596302,0.2176596017913565
Sonar,VIF+CART,43,2,0.2,0.9,0.2,0.9,0.6904761904761905,0.6860264519838988,0.702517162471396,25,4,18,0.1891066892106455,0.1987139493811942,0.5,0.1632995913615108,0.1411250794431736,0.1124263038548752,0.9498427144085172,0.2169457394848681,0.1936369062038613
Sonar,RRF-style,43,2,0.2,0.9,0.2,0.9,0.7857142857142857,0.7826336975273145,0.8329519450800915,27,5,0,0.2168120053307975,0.2671631386317622,0.44,0.1314649575447894,0.1156582632629054,0.1110106899902818,0.9487816626636558,0.2224608463707663,0.2135865537686136
Sonar,ACP-Gini,43,2,0.2,0.9,0.2,0.9,0.7380952380952381,0.7343300747556067,0.8226544622425629,27,5,0,0.2109743954156196,0.2359142418691349,0.44,0.1291388256092875,0.0988890478083593,0.1085908649173955,0.9511113687111928,0.2026482744455609,0.1941907656245643
Sonar,CART,43,3,0.2,0.9,0.4,0.9,0.7804878048780488,0.7756838905775076,0.8301435406698565,23,5,0,0.2142758327462406,0.2388012392947312,0.34,0.1411832561827507,0.1048496406158711,0.0898736637512147,0.9605589872609868,0.2341704235917034,0.2250881414834932
Sonar,VIF+CART,43,3,0.2,0.9,0.4,0.9,0.6829268292682927,0.6703772418058133,0.7165071770334929,25,5,15,0.2065514057533251,0.1949563227508112,0.38,0.1462925306267064,0.1098407296019839,0.0890022675736961,0.954658009970113,0.2204218662402353,0.2010738304091061
Sonar,RRF-style,43,3,0.2,0.9,0.4,0.9,0.7804878048780488,0.7756838905775076,0.8301435406698565,23,5,0,0.2142758327462406,0.2388012392947312,0.34,0.1225154172049667,0.0909890634910176,0.0901392938127632,0.9628084573581976,0.2278563540253288,0.2250310846651233
Sonar,ACP-Gini,43,3,0.2,0.9,0.4,0.9,0.7804878048780488,0.7756838905775076,0.8133971291866029,23,5,0,0.2085497112407499,0.2355191332527411,0.34,0.1167091072508713,0.0700290235037246,0.083219954648526,0.9619112176971794,0.2019597034610233,0.1945312598852622
Sonar,CART,43,4,0.2,0.9,0.4,0.7,0.7317073170731707,0.731067382230173,0.7691387559808613,25,4,0,0.2242974727059083,0.2250828122729408,0.5,0.1458504448066273,0.1177557081487481,0.1022708130871396,0.9520865724235928,0.2285340914168613,0.2143635701837663
Sonar,VIF+CART,43,4,0.2,0.9,0.4,0.7,0.7317073170731707,0.7291291291291291,0.7882775119617225,29,5,17,0.2297734001838596,0.209218755313687,0.4,0.1639803818963482,0.1382073354251883,0.106491739552964,0.9559896364334912,0.2177428839729569,0.1939260317223343
Sonar,RRF-style,43,4,0.2,0.9,0.4,0.7,0.7317073170731707,0.731067382230173,0.742822966507177,25,4,0,0.2243381076831962,0.2248279622177219,0.5,0.1184126567043733,0.0920806025976999,0.0974797538062844,0.9578003944764544,0.2195115942126757,0.2115193819943499
Sonar,ACP-Gini,43,4,0.2,0.9,0.4,0.7,0.7560975609756098,0.7547846889952152,0.8169856459330143,21,5,0,0.2013729296400195,0.1644119887896118,0.5,0.1190598390047432,0.0781240501852586,0.0954907677356657,0.9587058503054902,0.197795585936845,0.1902492845296949
Sonar,CART,44,0,0.2,0.9,0.2,0.5,0.8095238095238095,0.8090909090909091,0.8295454545454546,29,5,0,0.263884803582861,0.2482789749836629,0.54,0.151560474030999,0.1322419866680814,0.1188824101068999,0.948229339011136,0.2287138656983889,0.213186845344541
Sonar,VIF+CART,44,0,0.2,0.9,0.2,0.5,0.7380952380952381,0.7343300747556067,0.8102272727272728,25,5,16,0.1870762532627268,0.1471716112238357,0.46,0.1678267713836678,0.1590249814247861,0.1285098801425332,0.948720528234276,0.2232863126435681,0.1980624559377275
Sonar,RRF-style,44,0,0.2,0.9,0.2,0.5,0.8095238095238095,0.8090909090909091,0.8579545454545454,29,5,0,0.2674918296616908,0.2454311824483288,0.54,0.134081190584792,0.1217591386794636,0.1178458049886621,0.9521945082956328,0.2213413514235685,0.2104061081083661
Sonar,ACP-Gini,44,0,0.2,0.9,0.2,0.5,0.8333333333333334,0.8324786324786324,0.8681818181818182,29,5,0,0.2034264458907247,0.2041470243908896,0.54,0.1274915250009077,0.0948111946039398,0.1175736961451247,0.9525479006752464,0.2009587842727441,0.188901160227363
Sonar,CART,44,1,0.2,0.9,0.2,0.9,0.6428571428571429,0.6426545660805445,0.6681818181818182,25,5,0,0.2268392581403409,0.2139490223349136,0.4,0.1557093917083807,0.1356269634361712,0.1041755749919015,0.9487359678890922,0.2364412917703312,0.2153448489565464
Sonar,VIF+CART,44,1,0.2,0.9,0.2,0.9,0.8095238095238095,0.8090909090909091,0.8386363636363636,25,5,17,0.2101688101313937,0.1841049475104282,0.5,0.1631496532889405,0.1482773544591383,0.1174732750242954,0.9488945689388136,0.2157563704260887,0.1984069939892513
Sonar,RRF-style,44,1,0.2,0.9,0.2,0.9,0.6428571428571429,0.6426545660805445,0.6761363636363636,25,5,0,0.23188438961302,0.2134877996016136,0.4,0.128372087762844,0.1112644610233809,0.1071104632329122,0.9572735387019838,0.2266100513840594,0.2152465617853036
Sonar,ACP-Gini,44,1,0.2,0.9,0.2,0.9,0.6428571428571429,0.6426545660805445,0.6636363636363636,25,5,0,0.2022395764441964,0.2049477275655442,0.4,0.1238780127996656,0.0907532317564729,0.1030061548428895,0.9570802042814426,0.2015475635298301,0.1939072821400822
Sonar,CART,44,2,0.2,0.9,0.8,0.9,0.7380952380952381,0.7379466817923993,0.7276887871853548,25,5,0,0.2340410067059921,0.2451431901306459,0.5,0.1453828015493839,0.1169091878272794,0.1031227729186912,0.9434288542484665,0.2333399881314632,0.215142159946207
Sonar,VIF+CART,44,2,0.2,0.9,0.8,0.9,0.6904761904761905,0.690300623936472,0.7757437070938216,29,6,16,0.180753148151875,0.1448789006879961,0.64,0.170438266141937,0.1603555970128885,0.1341237447359896,0.941854003084983,0.2205423394684514,0.1934633808060659
Sonar,RRF-style,44,2,0.2,0.9,0.8,0.9,0.7380952380952381,0.7379466817923993,0.7276887871853548,25,5,0,0.1998774868323936,0.1952164368218826,0.5,0.1162624660393978,0.0896975455581325,0.1023841917719469,0.9524309373257688,0.2246390086662585,0.2135709156885033
Sonar,ACP-Gini,44,2,0.2,0.9,0.8,0.9,0.7619047619047619,0.7613636363636364,0.7814645308924486,25,5,0,0.2114295280717665,0.1821081666290263,0.5,0.1144934522768919,0.0712463019689803,0.09926465824425,0.953151825533831,0.2041415459684161,0.1945497924201125
Sonar,CART,44,3,0.2,0.9,0.8,0.5,0.7317073170731707,0.731067382230173,0.6758373205741628,29,5,0,0.2602027737694067,0.2185325977760502,0.56,0.1541423432650134,0.1442813222188402,0.118134110787172,0.9411794349827142,0.2391310391812333,0.2240972919798766
Sonar,VIF+CART,44,3,0.2,0.9,0.8,0.5,0.7073170731707317,0.7071428571428571,0.7476076555023924,25,6,17,0.2348705157519821,0.1748384277829341,0.58,0.1766751866212597,0.1753429998893583,0.1389925494007126,0.942118898887327,0.2183572907855243,0.1909356635832908
